GPS,_GPS_latitude,_GPS_longitude,_GPS_altitude,_GPS_precision,_Town_VDC_Village,Please_take_a_photo_when_possi,Gender,Age,receive_relief,government,ngo,youth_groups,neighbours,relatives,others,1_day,2_4_days,5_7_days,8__days,food,formof_relief/sanitation,formof_relief/emergency_medi_1,formof_relief/cash,formof_relief/tents,formof_relief/building_mater,formof_relief/others,top_priority/employment,top_priority/foreign_employ,top_priority/education,top_priority/rebuilding,top_priority/farm_business,top_priority/not_sure,Any_comments,start,end,today,username,simserial,subscriberid,deviceid,phonenumber,meta/instanceID,_uuid,_submission_time,_tags,_notes
27.975659 85.273484 1495.699951171875 105,27.975659,85.273484,1495.699951,105,"saramthali 03, rasuwa",1440816914396.jpg,male,40,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,concern in local business,2015-08-29T08:32:07.000+06:45,2015-08-29T08:43:21.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:e96c194d-bb69-4935-9169-80cab4127c4c,e96c194d-bb69-4935-9169-80cab4127c4c,2015-09-01T09:40:15,,
n/a,n/a,n/a,n/a,n/a,"saramthali 03, rasuwa",20150829_082119.jpg,male,42,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"concern in the business field ( shop, alcoholic materials, hen farming )",2015-08-29T08:24:38.000+06:45,2015-08-29T08:32:07.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:0aa0dc41-3d92-46ae-b1cd-22699ebe0ab2,0aa0dc41-3d92-46ae-b1cd-22699ebe0ab2,2015-09-01T09:19:11,,
n/a,n/a,n/a,n/a,n/a,"saramthali 03, rasuwa",1440826113821.jpg,male,78,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T10:05:28.000+06:45,2015-08-29T11:14:22.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:147553ee-9e96-49f4-83c2-cefb1454a09a,147553ee-9e96-49f4-83c2-cefb1454a09a,2015-09-01T10:13:12,,
27.976866 85.274952 1370.300048828125 70,27.976866,85.274952,1370.300049,70,"saramthali 03, rasuwa",1440821821828.jpg,female,70,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T09:20:41.000+06:45,2015-08-29T10:05:28.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:43407bb7-7bba-48b3-b02f-fc897180248e,43407bb7-7bba-48b3-b02f-fc897180248e,2015-09-01T12:35:44,,
27.977342 85.27564 1651.2 21.600000381469727,27.977342,85.27564,1651.2,21.60000038,"saramthali 04, rasuwa",n/a,male,56,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,self employment,2015-08-29T08:38:20.000+06:45,2015-08-29T09:04:12.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:e17b8629-5a1d-43e0-9154-176cb2e7de3c,e17b8629-5a1d-43e0-9154-176cb2e7de3c,2015-08-29T06:10:12,,
n/a,n/a,n/a,n/a,n/a,"saramthali 04, rasuwa",n/a,male,49,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T09:04:12.000+06:45,2015-08-29T09:12:44.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:1500ae2a-12c4-45a9-926f-5005ce7ac122,1500ae2a-12c4-45a9-926f-5005ce7ac122,2015-08-29T06:10:14,,
27.975455 85.275457 1667.8 96,27.975455,85.275457,1667.8,96,"saramthali 04, rasuwa",n/a,male,58,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T09:12:45.000+06:45,2015-08-29T09:22:52.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:96d69649-a66e-4eaa-84be-5c17d2c699c3,96d69649-a66e-4eaa-84be-5c17d2c699c3,2015-08-29T06:10:15,,
27.989105 85.28867 536.5 30.799999237060547,27.989105,85.28867,536.5,30.79999924,"saramthali 04, rasuwa",n/a,male,40,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,self employment,2015-08-29T09:22:53.000+06:45,2015-08-29T09:25:08.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:0040bde6-ed6d-4c34-b8e3-abd2143d4b00,0040bde6-ed6d-4c34-b8e3-abd2143d4b00,2015-08-29T06:10:17,,
27.978713 85.278193 1475.2 34.20000076293945,27.978713,85.278193,1475.2,34.20000076,"saramthali 04, rasuwa",n/a,female,44,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T09:25:09.000+06:45,2015-08-29T09:30:38.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:fbd087a1-3a0f-41b3-9a81-2aa6c4814812,fbd087a1-3a0f-41b3-9a81-2aa6c4814812,2015-08-29T06:10:18,,
27.977785 85.277325 1551.2 22.700000762939453,27.977785,85.277325,1551.2,22.70000076,"saramthali 04, rasuwa",n/a,male,40,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T09:30:38.000+06:45,2015-08-29T09:34:26.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:1250905c-37ea-4a20-a2cb-c07a81143d23,1250905c-37ea-4a20-a2cb-c07a81143d23,2015-08-29T06:10:20,,
27.977357 85.275465 1576.2 9.100000381469727,27.977357,85.275465,1576.2,9.100000381,"saramthali 04, rasuwa",n/a,female,26,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,name missed,2015-08-29T09:43:05.000+06:45,2015-08-29T09:58:56.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:144e45d5-7ff6-41c2-8b5b-378b5d283670,144e45d5-7ff6-41c2-8b5b-378b5d283670,2015-08-29T06:10:25,,
27.974935 85.275412 1480.7 36.400001525878906,27.974935,85.275412,1480.7,36.40000153,"saramthali 04, rasuwa",n/a,male,40,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,interested in animal farming,2015-08-29T10:43:10.000+06:45,2015-08-29T10:44:19.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:3171dd22-c188-49fa-9e01-3aa619ec7f67,3171dd22-c188-49fa-9e01-3aa619ec7f67,2015-08-29T06:10:59,,
n/a,n/a,n/a,n/a,n/a,"saramthali 04, rasuwa",1440819125382.jpg,male,61,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,interested in animal farming,2015-08-29T08:43:21.000+06:45,2015-08-29T09:20:41.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:6695cf02-c11c-49af-b983-ab7728cb6c4b,6695cf02-c11c-49af-b983-ab7728cb6c4b,2015-09-01T10:05:35,,
n/a,n/a,n/a,n/a,n/a,"saramthali 1, rasuwa",n/a,male,63,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,nothing,2015-08-29T13:04:09.000+06:45,2015-08-29T13:09:11.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:3699efda-6e08-4ec5-bab4-34fbfd6fa105,3699efda-6e08-4ec5-bab4-34fbfd6fa105,2015-08-29T08:16:27,,
n/a,n/a,n/a,n/a,n/a,"saramthali 1, rasuwa",n/a,male,61,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:09:11.000+06:45,2015-08-29T13:13:59.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:3446d567-9034-434f-a660-48e98914d139,3446d567-9034-434f-a660-48e98914d139,2015-08-29T08:16:31,,
27.973558 85.274235 1413.7 12.100000381469727,27.973558,85.274235,1413.7,12.10000038,"saramthali 1, rasuwa",n/a,male,50,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:14:00.000+06:45,2015-08-29T13:21:31.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:9ce444b6-db5b-4cf7-a207-601c8ab034c7,9ce444b6-db5b-4cf7-a207-601c8ab034c7,2015-08-29T08:16:34,,
27.97356 85.274235 1413.7 12.5,27.97356,85.274235,1413.7,12.5,"saramthali 1, rasuwa",n/a,female,55,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T13:21:32.000+06:45,2015-08-29T13:24:31.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:25054564-970f-4f06-b094-36dcf6634ade,25054564-970f-4f06-b094-36dcf6634ade,2015-08-29T08:16:39,,
27.97356 85.274238 1413.6 21.700000762939453,27.97356,85.274238,1413.6,21.70000076,"saramthali 1, rasuwa",n/a,male,47,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:24:32.000+06:45,2015-08-29T13:25:38.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:75546cb3-c1d8-4b2e-9f0e-f3e0b703b167,75546cb3-c1d8-4b2e-9f0e-f3e0b703b167,2015-08-29T08:16:42,,
27.973003 85.273538 1412.7 17.899999618530273,27.973003,85.273538,1412.7,17.89999962,"saramthali 1, rasuwa",n/a,male,40,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:25:39.000+06:45,2015-08-29T13:27:30.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:61ad7e7e-78cb-4218-98ac-64e39bb47ff7,61ad7e7e-78cb-4218-98ac-64e39bb47ff7,2015-08-29T08:16:45,,
27.97356 85.274235 1413.7 12.199999809265137,27.97356,85.274235,1413.7,12.19999981,"saramthali 1, rasuwa",n/a,male,60,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:27:30.000+06:45,2015-08-29T13:29:23.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:79f2ed54-75bc-4dbb-9deb-779dc0116539,79f2ed54-75bc-4dbb-9deb-779dc0116539,2015-08-29T08:16:48,,
27.973565 85.274235 1413.5 23.899999618530273,27.973565,85.274235,1413.5,23.89999962,"saramthali 1, rasuwa",n/a,male,62,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:29:24.000+06:45,2015-08-29T13:30:30.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:837d3c7f-1121-4025-8447-15b735d90898,837d3c7f-1121-4025-8447-15b735d90898,2015-08-29T08:16:51,,
27.973492 85.27423 1411.8 11.899999618530273,27.973492,85.27423,1411.8,11.89999962,"saramthali 1, rasuwa",n/a,female,43,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:30:30.000+06:45,2015-08-29T13:32:03.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:002b8809-7481-49c1-a2b8-c06aa0e53b9c,002b8809-7481-49c1-a2b8-c06aa0e53b9c,2015-08-29T08:16:54,,
27.973557 85.274233 1413.5 25.200000762939453,27.973557,85.274233,1413.5,25.20000076,"saramthali 1, rasuwa",n/a,male,35,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:32:03.000+06:45,2015-08-29T13:32:56.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:b8cefb6e-fac1-4756-9eb2-bd40348c4bc0,b8cefb6e-fac1-4756-9eb2-bd40348c4bc0,2015-08-29T08:16:58,,
27.973098 85.274952 1436 20.899999618530273,27.973098,85.274952,1436,20.89999962,"saramthali 1, rasuwa",n/a,female,35,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,nothing,2015-08-29T13:32:56.000+06:45,2015-08-29T13:33:46.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:a5962b60-a9c8-497c-b7ca-ab132c82a724,a5962b60-a9c8-497c-b7ca-ab132c82a724,2015-08-29T08:17:01,,
27.973558 85.274235 1413.7 27.700000762939453,27.973558,85.274235,1413.7,27.70000076,"saramthali 1, rasuwa",n/a,female,35,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T13:33:46.000+06:45,2015-08-29T13:43:11.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:620f4f28-f8f4-4e9f-8a94-f26d12115c83,620f4f28-f8f4-4e9f-8a94-f26d12115c83,2015-08-29T08:17:03,,
27.973558 85.274235 1413.6 30.5,27.973558,85.274235,1413.6,30.5,"saramthali 1, rasuwa",n/a,female,50,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T13:43:12.000+06:45,2015-08-29T13:47:19.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:72514df0-3e2d-46b4-892b-0f8c6b8bbbf0,72514df0-3e2d-46b4-892b-0f8c6b8bbbf0,2015-08-29T08:17:06,,
27.973613 85.27313 1266.1 10.600000381469727,27.973613,85.27313,1266.1,10.60000038,"saramthali 1, rasuwa",n/a,male,51,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,nothing,2015-08-29T13:47:19.000+06:45,2015-08-29T13:55:10.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:164a2888-5807-4db1-9392-e360c633f042,164a2888-5807-4db1-9392-e360c633f042,2015-08-29T08:17:09,,
27.973103 85.273175 1384.4 22.5,27.973103,85.273175,1384.4,22.5,"saramthali 1, rasuwa",n/a,male,52,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,government discriminate many earthquake victims so relief programs must be distributed equally,2015-08-29T13:55:10.000+06:45,2015-08-29T13:59:49.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:ab667e87-908f-4c07-b116-261d104a525c,ab667e87-908f-4c07-b116-261d104a525c,2015-08-29T08:17:12,,
27.972985 85.273102 1322.4 7.900000095367432,27.972985,85.273102,1322.4,7.900000095,"saramthali 1, rasuwa",n/a,male,51,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:05:06.000+06:45,2015-08-29T14:08:44.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:c2aadd2e-3248-43c9-a8c8-3f944b54c95b,c2aadd2e-3248-43c9-a8c8-3f944b54c95b,2015-08-29T08:23:48,,
27.972843 85.273095 1354 6.900000095367432,27.972843,85.273095,1354,6.900000095,"saramthali 1, rasuwa",n/a,female,54,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-29T13:59:50.000+06:45,2015-08-29T14:02:22.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:4e91f108-669c-4fd8-a64d-ac2871dd937e,4e91f108-669c-4fd8-a64d-ac2871dd937e,2015-08-30T05:52:28,,
27.972965 85.273138 1354.1 11.899999618530273,27.972965,85.273138,1354.1,11.89999962,"saramthali 1, rasuwa",n/a,female,28,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:02:22.000+06:45,2015-08-29T14:05:05.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:e26576dc-d281-46fc-90e6-74926f7cc5b2,e26576dc-d281-46fc-90e6-74926f7cc5b2,2015-08-30T05:52:29,,
n/a,n/a,n/a,n/a,n/a,"saramthali 1, rasuwa",n/a,male,50,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:08:44.000+06:45,2015-08-29T14:42:00.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:ca26ed5a-6b4f-4861-9ce3-05697c737534,ca26ed5a-6b4f-4861-9ce3-05697c737534,2015-08-30T05:52:30,,
n/a,n/a,n/a,n/a,n/a,"saramthali 1, rasuwa",n/a,male,48,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:42:00.000+06:45,2015-08-29T14:43:01.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:1bae51b1-8765-41aa-a888-67b4615fe26e,1bae51b1-8765-41aa-a888-67b4615fe26e,2015-08-30T05:52:32,,
27.972713 85.272748 1371.8 14,27.972713,85.272748,1371.8,14,"saramthali 1, rasuwa",n/a,male,51,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:43:01.000+06:45,2015-08-29T14:43:43.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:321a66a7-b8cf-4b44-83fa-c76b47b60dc0,321a66a7-b8cf-4b44-83fa-c76b47b60dc0,2015-08-30T05:52:33,,
n/a,n/a,n/a,n/a,n/a,"saramthali 1, rasuwa",n/a,male,65,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:43:44.000+06:45,2015-08-29T14:44:54.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:faa99e7c-77ef-40b5-862c-c6f9832baba0,faa99e7c-77ef-40b5-862c-c6f9832baba0,2015-08-30T05:52:34,,
n/a,n/a,n/a,n/a,n/a,"saramthali 1, rasuwa",n/a,female,50,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:44:55.000+06:45,2015-08-29T14:45:44.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:011910fd-93a3-4cfd-be4e-e7c7d0730717,011910fd-93a3-4cfd-be4e-e7c7d0730717,2015-08-30T05:52:35,,
n/a,n/a,n/a,n/a,n/a,"saramthali 1, rasuwa",n/a,male,58,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,nothing,2015-08-29T14:45:44.000+06:45,2015-08-29T14:46:30.000+06:45,8/29/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:2074fab6-5597-4263-9e5f-105109722b35,2074fab6-5597-4263-9e5f-105109722b35,2015-08-30T05:52:37,,
